ator_id	titulo_id	nome_personagem	tipo	titulo	ano_lancamento	generos	nome_ator	ano_nascimento	nota	numero_votos	duracao	sinopse
nm0000206	tt0100822	Martin Loader	Filme	Tune in Tomorrow...	1990	['Comédia', 'Romance']	Keanu Reeves	1964	6.1	2077	107.0	Nova Orleans, 1951: Um estudante de direito, trabalhando na rádio WXBU, se apaixona por sua tia bonitinha, que está à procura de um terceiro marido. Então, Pedro começa a escrever séries de rádio na WXBU, agitando as coisas.
nm0000206	tt0101452	Ted	Filme	Bill & Ted: Dois Loucos no Tempo	1991	['Aventura', 'Comédia', 'Fantasia']	Keanu Reeves	1964	6.3	82984	93.0	Califórnia, 2691. Gênio do mal decide acabar com a duradoura paz mundial e resolve mandar exterminadores para acabar com a origem da ideologia pacifista então reinante: a dupla de roqueiros Bill e Ted, que deve ser morta e substituída por robôs.
nm0000206	tt0102494	Scott Favor	Filme	Garotos de Programa	1991	['Drama']	Keanu Reeves	1964	6.9	64386	104.0	Dois jovens vivem nas ruas de Portland no meio das drogas e da prostituição. Scott só quer envergonhar sua família. Mike sofre de narcolepsia e é apaixonado por Scott. Eles decidem viajar para a Itália em busca da mãe perdida de Mike.
nm0000206	tt0102685	Johnny Utah	Filme	Caçadores de Emoção	1991	['Ação', 'Crime', 'Suspense']	Keanu Reeves	1964	7.3	213256	122.0	Após uma série de assaltos a bancos bizarros no sul da Califórnia, com os bandidos usando máscaras de vários ex-presidentes, o agente federal Johnny Utah se infiltra na gangue suspeita de ter cometido os crimes. O grupo de surfistas, liderado pelo carismático Bodhi, é viciado na adrenalina do roubo. Porém, Utah se apaixona por Tyler, uma das integrantes do grupo, e isso complica o seu senso de dever.
nm0604742	tt0103158	Sharkey	Filme	Uncaged	1991	['Suspense']	Jeffrey Dean Morgan	1966	4.4	312	78.0	Miki e seu irmão mais novo, Robby, fogem de seu lar destrutivo e se encontram na imponente metrópole de Los Angeles. Lá, eles conhecem Sharkey, um cafetão. Miki se apaixona por Sharkey e começa a trabalhar para ele. Miki se vê presa no mundo dominador de Sharkey e precisa encontrar uma maneira de escapar do pesadelo.
nm0000206	tt0103874	Jonathan Harker	Filme	Drácula de Bram Stoker	1992	['Fantasia', 'Terror', 'Romance']	Keanu Reeves	1964	7.4	255416	128.0	O vampiro Conde Drácula vem à Inglaterra atrás de quem ele acredita ser sua antiga paixão, de quando ainda era um mortal.
nm0000206	tt0106834	Julian Gitche	Filme	Até as Vaqueiras Ficam Tristes	1993	['Comédia', 'Drama', 'Romance']	Keanu Reeves	1964	4.3	8047	106.0	Sissy Hankshaw (Uma Thurman) é uma bela mulher de 29 anos que tem algo de muito diferente: ela tem polegares enormes, completamente desproporcionais. Aproveitando o seu 'dom', ela decidiu que ia viver pelas estradas, pedindo carona. Modelo em Nova York, ela começa a trabalhar para a exótica Condessa (John Hurt), dona também de uma fazenda de beleza, no Oregon. Chamada para fazer um comercial de produtos de higiene íntima no tal rancho, ela acaba se aproximando da bela Bonanza Jellybean (Rain Phoenix) e entra em uma rebelião junto com as vaqueiras locais para tranformar o lugar em um santuário ecológico.
nm0000206	tt0107426	Siddhartha	Filme	O Pequeno Buda	1993	['Drama']	Keanu Reeves	1964	6.1	18558	123.0	Seattle. Um dia, ao voltar para casa, o arquiteto Dean Conrad (Chris Isaak) encontra dois monges budistas tibetanos, Lama Norbu (Ruocheng Ying) e Kenpo Tensin (Sogyal Rinpoche), sentados na sua sala de estar, conversando com Lisa (Bridget Fonda), sua esposa. Guiados por vários sonhos perturbadores, os monges viajaram do Nepal até Seattle pois acreditam que um garoto de 10 anos, Jesse (Alex Wiesendanger), o filho de Dean, possa ser a reencarnação de Lama Dorje (Geshe Tsultim Gyelsen), um lendário e místico budista. Inicialmente Dean e Lisa ficam céticos, especialmente quando os monges manifestam interesse em levar Jesse para o Butão, na intenção de comprovar ou não se ele é a reencarnação de Lama Dorje. Porém após o suicídio de Even, um sócio de Dean, este muda de idéis. Após deixar Lisa nos Estados Unidos, Dean viaja com o filho para o Butão.
nm0000206	tt0107616	Don John	Filme	Muito Barulho Por Nada	1993	['Comédia', 'Drama', 'Romance']	Keanu Reeves	1964	7.3	53943	111.0	A trama gira em torno do casal de namorados, Cláudio e Hero, que tiveram consentimento para casarem-se. Porém o melhor amigo de Cláudio, Benedito, está apaixonado pela bela e venenosa Beatriz, mas não ousa reconhecer seu amor por ela. Beatriz está na mesma situação. Os dois vivem discutindo e brigando, mas um fato inesperado poderá ajudar essa história a ter um final feliz.
nm0000206	tt0111257	Jack Traven	Filme	Velocidade Máxima	1994	['Ação', 'Aventura', 'Suspense']	Keanu Reeves	1964	7.3	407565	116.0	Um policial é escolhido para desativar uma bomba que foi colocada em um ônibus de passageiros por um terrorista em busca de vingança. Mas, enquanto isso, ele e uma passageira devem manter o ônibus em movimento pelas ruas de Los Angeles a uma velocidade não inferior a 80 quilômetros por hora para evitar que o dispositivo exploda.
nm0000206	tt0113481	Johnny Mnemonic	Filme	Johnny Mnemonic, o Cyborg do Futuro	1995	['Ação', 'Drama', 'Ficção Científica']	Keanu Reeves	1964	5.6	78464	96.0	Em 2021, metade da população do mundo sofre de uma doença fatal chamada 'NAS'. Johnny, um mensageiro cibernético, é contratado para carregar o chip com os dados da cura dentro do cérebro até Newark, sendo perseguido por empresários gananciosos.
nm0604742	tt0114786	Ramone	Filme	Undercover	1995	['Mistério', 'Suspense']	Jeffrey Dean Morgan	1966	5.0	888	93.0	Uma policial se disfarça em um bordel de alto valor para encontrar um assassino e descobre que gosta mais da tarefa do que deveria.
nm0000206	tt0114887	Paul Sutton	Filme	Caminhando nas Nuvens	1995	['Drama', 'Romance']	Keanu Reeves	1964	6.7	37774	102.0	Logo após a rendição do Japão, que marca o fim da II Guerra Mundial. Paul Sutton retorna a São Francisco para se reunir com sua esposa Betty, com quem se casou, na sequência de um namoro rápido, um dia antes de ele partiu para o Pacífico. A guerra deixou com cicatrizes emocionais. Paulo briga com Betty, especialmente depois que ele descobre que a maioria das cartas que ele escreveu-lhe ela não abriu. Ele está determinado a deixar o casamento, e espera estabelecer uma nova carreira. Numa de suas viagens como vendedor de chocolate, Paul, conhece Victoria, uma bela estudante grávida. Emocionado pela sua história, ele concorda em passar por seu marido até que sua família se acostume com a ideia.
nm0604742	tt0115123	Dr. Edward Marcase	Série de TV	The Burning Zone	1996	['Fantasia', 'Ficção Científica', 'Suspense']	Jeffrey Dean Morgan	1966	6.9	236	55.0	O Dr. Daniel Cassian é nomeado pela Casa Branca para liderar uma pequena força-tarefa biológica federal ultrassecreta, composta por cientistas renomados para investigar.
nm0000206	tt0115857	Eddie Kasalivich	Filme	Reação em Cadeia	1996	['Ação', 'Drama', 'Ficção Científica']	Keanu Reeves	1964	5.7	57996	107.0	A descoberta de um combustível potente e não poluente desperta o interesse de criminosos, e a jovem dupla de pesquisadores envolvida no projeto acaba sendo acusada de assassinato e espionagem.
nm0000206	tt0116289	Jjaks Clayton	Filme	Paixão Bandida	1996	['Comédia', 'Crime', 'Drama']	Keanu Reeves	1964	5.4	11820	99.0	Após não se verem por 20 anos, dois irmãos que não se relacionam bem se reencontram no casamento de um deles, no qual a noiva foi dada como 'prêmio'. Ao conhecer o irmão do seu marido os dois se apaixonam imediatamente e fogem, mas estão sem dinheiro e a polícia está no alcance deles.
nm0799777	tt0118421	Vern Schillinger	Série de TV	Oz	1997	['Crime', 'Drama', 'Suspense']	J.K. Simmons	1955	8.7	111983	60.0	Atrás dos muros da prisão de segurança máxima Oswald Maximum, apelidada pelos prisioneiros de OZ, está um bloco de reabilitação experimental, Emerald City, com alguns dos criminosos mais perigosos do estado. Em Emerald City a tensão é constante e os conflitos são gerados pelas várias facções e grupos étnicos que ali estão confinados. Sob a direção de Tim McManus e Leo Glynn, os internos em Emerald City lutam para satisfazer suas necessidades. Alguns buscam poder, seja poder sobre o tráfico de drogas ou sobre facções rivais. Outros querem dinheiro, obtido com as drogas e apostas. E ainda há outros, carcereiros e prisioneiros, que querem apenas sobreviver o suficiente para conseguir a liberdade condicional, ou mesmo apenas ver o dia de amanhã. A série mostra sem censuras a vida na prisão, com todos os conflitos sendo explicados pelo narrador, Augustus Hill.
nm0799777	tt0118727	Mr. Shulman	Filme	Y llegó el amor	1997	['Drama', 'Suspense']	J.K. Simmons	1955	5.3	454	95.0	Leary e Sanchez-Gijon interpretam 'cantores decadentes e romanticamente envolvidos em uma farsa'.
nm0000206	tt0118971	Kevin Lomax	Filme	Advogado do Diabo	1997	['Drama', 'Fantasia', 'Mistério']	Keanu Reeves	1964	7.5	421902	144.0	Kevin Lomax, advogado de uma pequena cidade da Flórida que nunca perdeu um caso, é contratado por John Milton, dono da maior firma de advocacia de Nova York. No início tudo parece correr bem, mas Mary Ann, a esposa do advogado, começa a testemunhar aparições demoníacas. Kevin está empenhado em defender o cliente e cada vez dá menos atenção a sua mulher, enquanto seu misterioso chefe parece sempre saber como contornar cada problema e tudo que perturba o jovem advogado.
nm0799777	tt0119395	Witherspoon	Filme	O Chacal	1997	['Ação', 'Crime', 'Drama']	J.K. Simmons	1955	6.4	128738	124.0	Durante uma operação do FBI em uma casa noturna de Moscou, o irmão do gângster russo Terek Murad é morto. Murad quer vingança e contrata o pistoleiro de aluguel conhecido como Chacal para matar o diretor do FBI como retaliação. Com a ajuda da agente russa Valentina Koslova, o FBI encontra o único homem que conhece a fisionomia do perigoso Chacal: o terrorista do IRA Declan Mulqueen. Declan, então, é forçado a ajudar na caça pelo infame assassino sem identidade.
nm0000206	tt0119502	Harry	Filme	Sem Limite	1997	['Biografia', 'Drama', 'Romance']	Keanu Reeves	1964	5.4	2524	92.0	Anos 40. Neal Cassidy (Thomas Jane) leva a vida ao lado de Joan (Claire Forlani), sua namorada, que sofre de depressão. Ele tem visões de uma vida feliz, com crianças e uma casa de cerca branca. Sua vida muda quando Joan tenta o suicídio, o que faz com que fuja o mais rápido que possa. É quando Neal busca apoio com Harry (Keanu Reeves), um amigo um tanto quanto excêntrico.
nm0005342	tt0119986	Danny	Filme	Reach the Rock	1998	['Comédia', 'Drama']	Norman Reedus	1969	6.6	928	100.0	Dois estudantes, melhores amigos, estão bebendo na beira de um rio. Um amigo aposta com o outro que não consegue atravessar o rio a nado e 'chegar à rocha'. O amigo aceita a aposta e se afoga na metade do caminho em direção à rocha. A cidade inteira culpa o garoto pela morte do amigo, que foge e nunca mais é visto. Ele finalmente retorna para sua cidade natal, Shermerville, e enlouquece, começando a destruir a cidade (por exemplo, quebrando vitrines de lojas e roubando um carro de polícia). Ele também reencontra sua antiga namorada do colégio.
nm0799777	tt0126916	Frank Perry	Filme	Por Amor	1999	['Drama', 'Romance', 'Esporte']	J.K. Simmons	1955	6.6	38831	137.0	Uma visão provocante nas paixões pessoais e profissionais de Billy Chapel, um lendário lançador de baseball em fim de carreira, que se vê obrigado a reexaminar suas prioridades quando confrontado com circunstâncias inesperadas: uma troca de time após 20 anos defendendo o Detroit Tigers e a ameaça de Jane Aubrey, com quem vive há vários anos, de deixá-lo.
nm0005342	tt0127288	Harry	Filme	Six Ways to Sunday	1997	['Comédia', 'Crime', 'Drama']	Norman Reedus	1969	6.2	1728	97.0	O filho de uma mãe de dezoito anos, Harry (que vive com sua mãe superprotetora, Kate), mostra seu lado cruel em uma ocasião e é contratado como assassino de aluguel pela máfia judaica.
nm0005342	tt0127288	son	Filme	Six Ways to Sunday	1997	['Comédia', 'Crime', 'Drama']	Norman Reedus	1969	6.2	1728	97.0	O filho de uma mãe de dezoito anos, Harry (que vive com sua mãe superprotetora, Kate), mostra seu lado cruel em uma ocasião e é contratado como assassino de aluguel pela máfia judaica.
nm0005342	tt0129023	Young Man	Filme	Ilha do Medo	1998	['Drama', 'Suspense']	Norman Reedus	1969	6.0	2972	96.0	Rico casal parte para fim de semana em sua ilha particular no Maine. No caminho, resgatam um jovem que está jogado na beira da estrada, ferido. Os três acabam passando um tenso fim de semana juntos, no qual se desenvolve um perigoso triângulo amoroso.
nm0604742	tt0130073	Todd Hunter	Filme	Legal Deceit	1997	['Suspense']	Jeffrey Dean Morgan	1966	3.4	82	93.0	Sydney Banks aprende da maneira mais difícil que ser motivada e educada não é o caminho para o sucesso. Com a ajuda de Todd Hunter, sua carreira decola. Sydney se envolve em chantagem corporativa e assassinato. Com a ajuda do namorado Derek, ela começa sua própria farsa.
nm0000206	tt0133093	Neo	Filme	Matrix	1999	['Ação', 'Ficção Científica']	Keanu Reeves	1964	8.7	2149748	136.0	Thomas Anderson, um jovem programador de computador que mora em um cubículo escuro, é atormentado por estranhos pesadelos nos quais encontra-se conectado por cabos e contra sua vontade, em um imenso sistema de computadores do futuro. Em todas essas ocasiões, acorda gritando no exato momento em que os eletrodos estão para penetrar em seu cérebro. À medida que o sonho se repete, Anderson começa a ter dúvidas sobre a realidade. Por meio do encontro com os misteriosos Morpheus e Trinity, Thomas descobre que é, assim como outras pessoas, vítima da Matrix, um sistema inteligente e artificial que manipula a mente das pessoas, criando a ilusão de um mundo real enquanto usa os cérebros e corpos dos indivíduos para produzir energia. Morpheus, entretanto, está convencido de que Thomas é Neo, o aguardado messias capaz de enfrentar a Matrix e conduzir as pessoas de volta à realidade e à liberdade.
nm0799777	tt0138493	Ray Tilman	Filme	Hit and Runway	1999	['Comédia', 'Drama', 'Romance']	J.K. Simmons	1955	6.5	525	108.0	Alex e Elliot, uma dupla improvável, se unem para escrever um filme sobre uma policial de Nova York que trabalha disfarçada de modelo.
nm0005342	tt0139216	Van	Filme	Floating	1997	['Drama', 'Romance']	Norman Reedus	1969	6.4	794	90.0	Um jovem luta para atingir a maioridade durante um período violento de instabilidade emocional e financeira.
nm0005342	tt0144117	Murphy MacManus	Filme	Santos Justiceiros	1999	['Ação', 'Crime', 'Suspense']	Norman Reedus	1969	7.6	256891	108.0	Os irmãos MacManus, dois jovens católicos, acreditam que Deus lhes confiou a missão de acabar com a Máfia Russa. Eles perseguem e massacram violentamente os membros do bando e, em vez de irem presos, acabam sendo considerados santos.
nm0799777	tt0145487	J. Jonah Jameson	Filme	Homem-Aranha	2002	['Ação', 'Aventura', 'Ficção Científica']	J.K. Simmons	1955	7.4	920787	121.0	Peter Parker é um jovem estudioso que vive com seus tios, Ben e May, desde que seus pais faleceram. Peter tem dificuldade em se relacionar com seus colegas, por ser tímido e por eles o considerarem um nerd. Até que, em uma demonstração científica, um acidente inesperado faz com que uma aranha modificada geneticamente pique Peter. A partir de então seu corpo é quimicamente alterado pela picada da aranha.
nm0005342	tt0151331	Brautigan	Filme	Let the Devil Wear Black	1999	['Crime', 'Drama', 'Suspense']	Norman Reedus	1969	5.0	758	89.0	Nesta versão atualizada de Hamlet, de Shakespeare, um jovem fica cara a cara com uma traição pessoal após suspeitar que seu pai pode ter sido assassinado.
nm0799777	tt0165607	Hoyd	Filme	Above Freezing	1998	['Comédia']	J.K. Simmons	1955	6.4	94	85.0	Um trabalhador atacadista de uma floricultura com fobia de compromisso luta com sua namorada neste filme estilo sitcom padrão.
nm0799777	tt0174480	Dr. Tom Grandy	Filme	Outono em Nova York	2000	['Drama', 'Romance']	J.K. Simmons	1955	5.6	29486	103.0	Will Keane (Richard Gere) é um playboy cinquentão que tem como promessa nunca ter um compromisso sério com uma mulher. Quando ele conhece Charlotte Fielding (Winona Ryder), uma jovem que tem a metade da sua idade, imagina que terá com ela outro rápido e fácil romance. Mas nada no relacionamento de ambos é fácil ou rápido. Apesar da diferença de idade, eles terminam se apaixonando perdidamente e fazendo com que Will resolva abandonar sua decisão de nunca assumir um compromisso amoroso. Mas Charlotte tem um sério motivo para recusar a proposta de ter uma relação com Will que dure para sempre: ela está morrendo.
nm0000206	tt0175080	Eric	Filme	Providence	1991	['Drama']	Keanu Reeves	1964	5.3	195	90.0	Buscando um ensino mais avançado, um talentoso, porém desiludido, estudante do ensino médio se esgueira pelos portões cobertos de hera da vizinha Universidade Brown. Disfarçado de universitário, ele logo se confronta com uma jovem universitária e com seu professor de literatura. Sua paixão por aprender afeta e impressiona todos ao seu redor, mas seu castelo de cartas logo começa a ruir, e as penalidades podem comprometer mais do que apenas seu futuro acadêmico.
nm0005342	tt0176783	Travis	Filme	Intrigas	2000	['Drama', 'Mistério', 'Suspense']	Norman Reedus	1969	5.9	17997	90.0	Em um campus de faculdade, três amigos resolvem ver até onde se espalharia uma notícia falsa, inventada por eles. Eles escolhem como alvo um casal de namorados, que são famosos na faculdade por sua abstinência sexual. O grupo espalha então que o rapaz estuprou sua namorada, numa noite em que ela teria se embriagado e estava desmaiada. A notícia causa frenesi no campus, fazendo com que os envolvidos no boato sejam chamados a prestar contas de suas atitudes e mudando totalmente a vida deles.
nm0799777	tt0177666	Guy	Filme	Crossing Fields	1997	['Drama']	J.K. Simmons	1955	7.8	47	101.0	Carol, uma dona de casa suburbana do Centro-Oeste, pondera sobre os valores morais das pessoas ao seu redor, com o marido de sua melhor amiga cometendo adultério e sua filha seguindo carreira como musicista de rock.
nm0005342	tt0177680	Larry	Filme	Davis Is Dead	1998	['Drama']	Norman Reedus	1969	7.3	35	86.0	Um jovem parte em uma viagem pelo país para confrontar seu pai abusivo, que abandonou sua família miserável anos antes. Ao longo do caminho, ele encontra um assassino notório que lhe inspira uma nova perspectiva de vida.
nm0000206	tt0180734	Conor O'Neill	Filme	Hardball - O Jogo da Vida	2001	['Comédia', 'Drama', 'Esporte']	Keanu Reeves	1964	6.4	34737	106.0	Connor O'Neill (Keanu Reeves) é um homem que precisa arranjar uma grande quantia para pagar seu hábito de jogar. Ele consegue quem lhe empreste o dinheiro, mas o pagamento de O'Neill deve ser treinando o time de baseball de garotos para participar da liga infantil. O'Neill aceita a oferta e aos poucos sua experiência com os garotos vai mudando seu próprio estilo de vida.
nm0005342	tt0187738	Scud	Filme	Blade II: O Caçador de Vampiros	2002	['Ação', 'Terror', 'Ficção Científica']	Norman Reedus	1969	6.7	244230	117.0	Blade é um ser meio homem, meio vampiro que é consumido pelo desejo de vingança contra os seres que atacaram sua mãe antes mesmo dele nascer e fizeram com que ele se tornasse o que é atualmente. Com isso, ao crescer Blade iniciou uma verdadeira cruzada pessoal para combater e eliminar os vampiros, mas agora uma nova raça mais poderosa chamada reapers, criada a partir de cruzamentos genéticos entre humanos e vampiros, ameaça eliminar ambas as raças. Visto isso, Blade se alia aos seus maiores inimigos para que, juntos, possam combater esta nova raça de seres.
nm1684869	tt0189973	Additional Voices	Filme	Lupin III: Crise em Tóquio	1998	['Ação', 'Animação', 'Comédia']	Troy Baker	1976	7.1	510	95.0	Lupin tenta e não consegue roubar um valioso conjunto de chapas fotográficas japonesas. O legítimo dono das placas, Michael Suzuki, é um multimilionário que se prepara para abrir um enorme parque aquático em Tóquio. Lupin tenta obter a ajuda de seus firmes camaradas Jigen e Goemon, mas os considera menos confiáveis; Jigen está sofrendo de uma dor de dente que atrapalha sua lendária pontaria, e Goemon vergonhosamente teve sua espada, Zantetsuken, roubada por uma mulher e dada a Suzuki para exibir em sua coleção de arte. O grupo trabalha em um plano com Fujiko para obter as placas e o Zantetsuken.
nm1684869	tt0189974	Additional Voices	Filme para TV	Lupin III: Ilha dos Assassinos	1997	['Ação', 'Aventura', 'Animação']	Troy Baker	1976	7.2	589	93.0	Lupin investiga a notícia de uma versão falsa de um de seus cartões de visita durante uma festa de alta classe. Um grupo de assassinos, o Tarantula, invade a festa e mata o anfitrião. Zenigata, investigando o cartão, persegue Lupin, mas acaba baleado e ferido por uma prata Walther P38. Lupin, vislumbrando a arma familiar, está determinado a vingar não apenas Zenigata, mas um episódio de seu passado.
nm0005342	tt0190736	Jack	Filme	Sand	2000	['Drama']	Norman Reedus	1969	4.2	660	89.0	Um jovem tenta fugir do passado se escondendo de seus dois irmãos violentos, mas acaba sendo perseguido e assediado por eles, junto com seus amigos.
nm0000206	tt0191397	Shane Falco	Filme	Virando o Jogo	2000	['Comédia', 'Esporte']	Keanu Reeves	1964	6.6	71982	118.0	Quando os jogadores de futebol americano da Liga Nacional resolvem entrar em greve por melhores salários, o Washington Sentinels encontra a solução contratando o até então aposentado técnico Jimmy McGinty, que passa a procurar jogadores que estejam encostados em seus times e que procuram uma chance de saírem do ostracismo e atingirem o estrelato.
nm0000206	tt0204626	Griffin	Filme	O Observador	2000	['Crime', 'Drama', 'Mistério']	Keanu Reeves	1964	5.3	29054	97.0	Em baixa na carreira desde que deixou um perigoso psicopata escapar de suas mãos, o agente do FBI Joel Campbell vê a chance de recuperar seu antigo status quando o mesmo psicopata volta a atacar, desta vez em Chicago. O psicopata, David Allen Griffin, gosta de fazer um estranho jogo com Campbell: antes de matar suas vítimas, percorre pela cidade e tira fotos, que envia para o agente exatamente para alertá-lo que irá matar aquela pessoa. Este jogo quase leva Campbell loucura, que faz de tudo para conseguir prender Griffin antes que ele mate seu mais novo alvo: Polly, psicanalista do próprio Joel Campbell.
nm0005342	tt0211941	Lucien Carr	Filme	Anos Loucos	2000	['Drama']	Norman Reedus	1969	5.4	1654	93.0	Dois assassinatos que moldaram a vida de vários estudantes universitários que se tornaram alguns dos escritores mais influentes da Geração Beat.
nm0005342	tt0218032	Nick Nero	Filme	The Beatnicks	2001	['Comédia']	Norman Reedus	1969	5.3	211	98.0	The Beatnicks are musician Nick Nero and poet Nick Beat, a pair of self-styled truth-seekers who'd better find a gig or they'll be out on the street. Their luck begins to change when they find a box on the beach: a treasure chest of infinite beats that will set the stage for the ultimate success, a gig at the Monkey Club. But when Nick Nero falls in love with Nica, the club owner's captive bride, he learns that some truths are better left unsought. Hard knocks and a trip to rock bottom reunite the Nicks to preform the gig of a lifetime, and to return the box to its source.
nm0000206	tt0219699	Donnie Barksdale	Filme	O Dom da Premonição	2000	['Drama', 'Fantasia', 'Terror']	Keanu Reeves	1964	6.7	77864	111.0	Annie Wilson, uma jovem viúva e mãe de três filhos, ganha a vida prevendo o futuro de outras pessoas, embora o seu próprio futuro tenha se tornado mais nebuloso do que ela pode ver. Ameaçada pelo marido violento de uma cliente e atormentada por visões de uma mulher local desaparecida, Annie se vê envolvida em um emaranhado de mentiras e enganos, no qual seu extraordinário dom pode acabar levando-a à morte.
nm0000206	tt0230838	Nelson Moss	Filme	Doce Novembro	2001	['Drama', 'Romance']	Keanu Reeves	1964	6.7	96795	119.0	Nelson Moss (Keanu Reeves) é um atarefado executivo que só pensa em seu trabalho e parece ter se esquecido o que é ser amado por alguém. Até que conhece Sara Deever (Charlize Theron), que lhe traz novamente um sentimento de romantismo à sua vida. Ela termina convencendo-o a passarem um mês juntos e depois se separarem, pois considera este um tempo suficiente para que possam resolver seus problemas emocionais. Porém, com o passar dos dias Nelson se apaixona cada vez mais por Sara e busca descobrir qual é o motivo pelo medo de compromisso que ela possui.
